date,Ball One,Ball Two,Ball Three,Ball Four,Ball Five,payout
2008-11-27,20,28,35,39,3,352000
2008-11-28,15,12,11,21,14,402000
2008-11-29,10,38,17,28,29,510000
2008-11-30,21,33,28,4,15,50000
2008-12-01,30,3,38,27,16,58000
2008-12-02,30,32,18,36,8,95000
2008-12-03,21,36,4,11,28,145000
2008-12-04,4,13,14,3,25,193000
2008-12-05,3,26,30,36,7,252000
2008-12-06,21,39,8,13,11,50000
2008-12-07,11,26,13,27,21,50000
2008-12-08,6,12,32,15,22,53000
2008-12-09,12,19,38,23,13,50000
2008-12-10,12,6,17,39,35,71000
2008-12-11,3,29,21,14,5,110000
2008-12-12,7,30,1,18,26,155000
2008-12-13,5,26,12,7,21,214000
2008-12-14,13,28,25,8,39,50000
2008-12-15,36,19,28,24,12,53000
2008-12-16,11,7,20,10,25,50000
2008-12-17,28,3,26,4,34,73000
2008-12-18,15,28,6,13,22,50000
2008-12-19,9,8,13,21,26,64000
2008-12-20,26,25,39,30,27,115000
2008-12-21,14,38,29,16,5,154000
2008-12-22,21,32,18,8,15,196000
2008-12-23,28,27,36,24,18,251000
2008-12-24,11,23,37,18,32,327000
2008-12-25,1,13,11,32,8,401000
2008-12-26,14,38,33,26,7,458000
2008-12-27,5,31,24,36,15,50000
2008-12-28,11,8,33,38,4,75000
2008-12-29,15,17,13,22,39,50000
2008-12-30,3,19,30,16,10,65000
2008-12-31,20,25,30,5,29,50000
2009-01-01,27,21,20,25,36,50000
2009-01-02,17,4,32,26,5,59000
2009-01-03,21,37,14,17,20,115000
2009-01-04,35,5,37,25,20,158000
2009-01-05,39,5,30,22,13,201000
2009-01-06,8,27,11,19,31,50000
2009-01-07,11,26,39,25,37,77000
2009-01-08,29,26,14,23,36,50000
2009-01-09,1,27,29,33,37,70000
2009-01-10,18,27,39,38,12,119000
2009-01-11,31,29,35,22,11,163000
2009-01-12,37,27,8,22,3,203000
2009-01-13,22,16,31,6,13,267000
2009-01-14,1,21,2,11,3,337000
2009-01-15,3,39,22,16,5,50000
2009-01-16,24,6,20,39,12,70000
2009-01-17,12,28,18,11,9,50000
2009-01-18,16,32,7,30,3,50000
2009-01-19,9,14,23,26,3,53000
2009-01-20,38,19,13,11,37,84000
2009-01-21,26,22,32,9,21,121000
2009-01-22,2,4,18,3,35,168000
2009-01-23,2,35,7,31,29,220000
2009-01-24,30,29,34,18,33,289000
2009-01-25,4,7,19,17,27,346000
2009-01-26,28,16,24,19,39,50000
2009-01-27,7,31,33,5,9,67000
2009-01-28,3,24,33,8,6,111000
2009-01-29,2,25,27,21,11,156000
2009-01-30,36,12,23,1,22,207000
2009-01-31,39,2,4,35,27,279000
2009-02-01,22,31,33,30,26,338000
2009-02-02,36,9,20,2,4,411000
2009-02-03,5,13,29,39,28,523000
2009-02-04,14,9,31,39,1,665000
2009-02-05,12,39,20,18,6,50000
2009-02-06,28,29,16,36,4,83000
2009-02-07,16,3,19,17,27,50000
2009-02-08,33,8,30,18,29,50000
2009-02-09,10,35,20,30,33,50000
2009-02-10,2,15,27,20,31,69000
2009-02-11,1,21,37,23,18,118000
2009-02-12,1,31,32,23,34,170000
2009-02-13,25,24,13,37,35,50000
2009-02-14,5,16,22,23,9,89000
2009-02-15,39,32,28,1,7,128000
2009-02-16,38,33,31,10,6,171000
2009-02-17,29,21,34,20,8,50000
2009-02-18,36,3,17,38,29,80000
2009-02-19,12,9,6,7,31,125000
2009-02-20,28,37,18,34,6,50000
2009-02-21,36,22,6,38,24,50000
2009-02-22,22,14,4,9,25,50000
2009-02-23,6,5,23,39,34,58000
2009-02-24,21,11,10,38,30,99000
2009-02-25,25,34,26,5,27,153000
2009-02-26,5,11,20,9,38,50000
2009-02-27,3,18,4,38,6,69000
2009-02-28,26,9,28,30,4,126000
2009-03-01,10,20,18,35,3,174000
2009-03-02,37,2,16,6,8,50000
2009-03-03,32,7,18,2,36,64000
2009-03-04,21,11,26,32,31,50000
2009-03-05,30,4,26,6,16,50000
2009-03-06,12,10,31,27,21,71000
2009-03-07,28,32,8,27,23,121000
2009-03-08,20,25,2,38,18,162000
2009-03-09,24,17,10,37,21,198000
2009-03-10,10,20,31,32,9,261000
2009-03-11,9,10,3,7,4,337000
2009-03-12,33,21,4,28,38,50000
2009-03-13,16,32,28,19,23,71000
2009-03-14,34,16,29,30,25,50000
2009-03-15,13,30,37,19,23,80000
2009-03-16,17,27,8,4,19,114000
2009-03-17,15,11,6,38,35,50000
2009-03-18,5,33,38,9,24,75000
2009-03-19,32,12,8,20,7,115000
2009-03-20,25,1,22,36,38,50000
2009-03-21,20,11,19,39,37,78000
2009-03-22,10,23,18,26,9,111000
2009-03-23,7,16,20,15,5,50000
2009-03-24,18,1,5,36,38,64000
2009-03-25,36,5,30,10,37,106000
2009-03-26,9,17,32,19,12,157000
2009-03-27,2,38,5,35,3,207000
2009-03-28,29,37,17,13,34,284000
2009-03-29,24,8,28,18,17,339000
2009-03-30,33,13,1,7,8,409000
2009-03-31,20,27,4,15,14,521000
2009-04-01,5,3,16,14,31,665000
2009-04-02,6,3,18,33,1,815000
2009-04-03,7,11,33,9,14,50000
2009-04-04,24,4,15,33,22,50000
2009-04-05,25,15,16,6,19,75000
2009-04-06,30,20,4,11,22,107000
2009-04-07,17,11,8,15,35,160000
2009-04-08,16,10,4,17,19,224000
2009-04-09,29,30,38,22,28,297000
2009-04-10,11,5,32,18,39,50000
2009-04-11,14,21,28,12,32,94000
2009-04-12,11,5,36,34,4,125000
2009-04-13,21,15,24,10,17,161000
2009-04-14,6,36,27,32,34,223000
2009-04-15,13,33,16,37,4,298000
2009-04-16,38,28,12,21,25,378000
2009-04-17,16,13,4,34,22,457000
2009-04-18,9,32,8,6,30,559000
2009-04-19,35,3,15,16,28,50000
2009-04-20,7,30,2,33,21,59000
2009-04-21,20,27,3,14,25,92000
2009-04-22,25,37,15,26,18,143000
2009-04-23,30,22,6,21,37,190000
2009-04-24,26,32,31,7,23,242000
2009-04-25,19,11,13,33,21,314000
2009-04-26,27,18,13,32,35,366000
2009-04-27,39,37,14,20,5,426000
2009-04-28,24,25,26,22,23,511000
2009-04-29,17,35,23,14,28,50000
2009-04-30,21,20,19,18,2,75000
2009-05-01,22,14,6,19,32,112000
2009-05-02,15,27,9,33,8,168000
2009-05-03,33,12,21,11,31,213000
2009-05-04,33,22,39,7,13,263000
2009-05-05,2,1,9,13,3,50000
2009-05-06,12,35,3,6,18,50000
2009-05-07,13,3,26,10,12,73000
2009-05-08,2,31,11,32,22,50000
2009-05-09,22,23,32,9,28,50000
2009-05-10,19,39,8,15,16,66000
2009-05-11,25,11,36,35,17,95000
2009-05-12,1,29,16,14,2,135000
2009-05-13,27,12,24,31,35,186000
2009-05-14,10,35,14,3,2,242000
2009-05-15,15,20,35,2,17,297000
2009-05-16,26,9,32,23,5,371000
2009-05-17,20,38,14,24,30,432000
2009-05-18,36,14,7,16,11,516000
2009-05-19,15,37,3,35,8,50000
2009-05-20,9,8,11,2,18,78000
2009-05-21,11,28,8,7,33,50000
2009-05-22,4,32,7,38,2,58000
2009-05-23,20,1,21,30,38,104000
2009-05-24,20,19,27,3,15,142000
2009-05-25,5,30,21,34,12,50000
2009-05-26,30,31,18,3,26,50000
2009-05-27,38,1,5,31,24,65000
2009-05-28,27,36,39,22,26,104000
2009-05-29,14,39,23,19,15,146000
2009-05-30,3,38,25,35,22,204000
2009-05-31,20,31,18,34,2,245000
2009-06-01,35,15,27,31,12,305000
2009-06-02,3,11,17,19,37,376000
2009-06-03,8,24,34,30,1,50000
2009-06-04,10,25,3,14,33,75000
2009-06-05,21,5,11,23,30,114000
2009-06-06,34,16,24,31,8,168000
2009-06-07,20,6,16,11,23,50000
2009-06-08,20,9,34,39,7,53000
2009-06-09,18,15,23,20,38,84000
2009-06-10,17,33,15,23,38,131000
2009-06-11,28,9,25,35,18,178000
2009-06-12,30,11,29,31,20,227000
2009-06-13,27,18,16,35,15,290000
2009-06-14,33,9,23,20,7,50000
2009-06-15,20,22,25,35,39,53000
2009-06-16,29,20,21,8,9,88000
2009-06-17,30,27,32,6,18,136000
2009-06-18,8,7,18,36,28,50000
2009-06-19,23,30,36,1,38,58000
2009-06-20,32,33,8,7,22,104000
2009-06-21,11,36,6,8,22,135000
2009-06-22,37,31,11,24,30,50000
2009-06-23,16,14,24,20,28,53000
2009-06-24,1,30,25,5,18,50000
2009-06-25,17,22,15,4,5,66000
2009-06-26,23,27,19,13,16,103000
2009-06-27,25,32,19,28,23,50000
2009-06-28,2,28,8,39,1,61000
2009-06-29,18,33,25,31,9,89000
2009-06-30,7,5,16,14,32,126000
2009-07-01,11,12,21,19,1,50000
2009-07-02,23,15,37,4,5,66000
2009-07-03,25,7,3,5,2,100000
2009-07-04,33,21,28,17,31,151000
2009-07-05,17,22,11,26,35,184000
2009-07-06,23,11,35,28,1,230000
2009-07-07,27,25,26,9,24,287000
2009-07-08,8,15,4,5,26,355000
2009-07-09,4,3,31,21,10,441000
2009-07-10,37,16,19,13,25,533000
2009-07-11,10,32,38,27,19,659000
2009-07-12,3,28,26,19,4,761000
2009-07-13,3,17,38,25,8,50000
2009-07-14,5,23,38,28,30,66000
2009-07-15,19,39,33,18,34,108000
2009-07-16,39,1,33,17,14,151000
2009-07-17,4,9,14,31,28,202000
2009-07-18,21,35,28,23,26,272000
2009-07-19,38,35,34,25,10,50000
2009-07-20,38,30,11,8,22,56000
2009-07-21,32,16,26,17,12,50000
2009-07-22,21,26,8,38,31,50000
2009-07-23,29,27,19,33,18,70000
2009-07-24,15,28,7,19,35,50000
2009-07-25,18,30,32,20,38,72000
2009-07-26,26,30,3,37,28,104000
2009-07-27,2,24,29,37,14,144000
2009-07-28,21,32,37,5,25,191000
2009-07-29,1,35,16,20,12,262000
2009-07-30,32,17,2,18,26,50000
2009-07-31,23,28,14,35,8,61000
2009-08-01,28,32,16,23,3,115000
2009-08-02,3,20,12,5,18,50000
2009-08-03,15,28,23,38,24,53000
2009-08-04,23,39,26,13,27,84000
2009-08-05,15,32,5,19,23,50000
2009-08-06,25,2,22,17,38,50000
2009-08-07,36,19,7,10,29,60000
2009-08-08,5,22,39,23,1,102000
2009-08-09,33,7,22,35,34,140000
2009-08-10,5,34,30,2,26,180000
2009-08-11,24,11,23,7,15,231000
2009-08-12,11,39,35,14,2,50000
2009-08-13,29,14,28,6,5,70000
2009-08-14,12,28,11,16,25,102000
2009-08-15,25,9,36,32,34,171000
2009-08-16,14,38,34,9,36,201000
2009-08-17,10,15,29,6,23,256000
2009-08-18,39,26,22,23,7,323000
2009-08-19,27,4,7,16,5,50000
2009-08-20,1,2,5,12,32,80000
2009-08-21,10,26,33,16,22,108000
2009-08-22,18,9,37,5,17,158000
2009-08-23,20,16,38,22,39,201000
2009-08-24,38,28,18,32,20,247000
2009-08-25,14,30,32,35,15,310000
2009-08-26,37,34,20,8,3,50000
2009-08-27,33,12,1,6,22,82000
2009-08-28,27,33,4,28,32,50000
2009-08-29,36,24,39,18,3,76000
2009-08-30,6,13,33,32,23,50000
2009-08-31,36,5,19,25,27,50000
2009-09-01,21,34,20,39,29,60000
2009-09-02,9,18,11,17,12,105000
2009-09-03,27,30,19,10,36,152000
2009-09-04,30,34,6,3,36,204000
2009-09-05,27,15,19,32,10,50000
2009-09-06,21,14,12,3,10,71000
2009-09-07,3,26,7,17,35,101000
2009-09-08,31,17,6,23,27,142000
2009-09-09,1,30,29,18,23,50000
2009-09-10,22,17,32,24,21,77000
2009-09-11,34,20,32,25,24,117000
2009-09-12,20,3,16,7,11,178000
2009-09-13,11,3,37,27,9,50000
2009-09-14,19,35,30,32,7,53000
2009-09-15,21,18,12,31,36,84000
2009-09-16,27,24,21,16,33,137000
2009-09-17,19,27,23,36,2,188000
2009-09-18,29,37,1,27,30,50000
2009-09-19,36,28,3,29,26,79000
2009-09-20,19,35,11,7,32,113000
2009-09-21,10,24,21,13,29,150000
2009-09-22,13,24,25,27,38,201000
2009-09-23,5,28,32,19,22,50000
2009-09-24,15,26,6,3,38,75000
2009-09-25,8,37,12,11,29,112000
2009-09-26,33,38,20,17,16,168000
2009-09-27,2,38,17,14,13,215000
2009-09-28,21,16,7,4,28,50000
2009-09-29,20,23,17,22,31,61000
2009-09-30,35,20,14,30,12,102000
2009-10-01,17,21,15,7,19,149000
2009-10-02,27,13,12,25,15,203000
2009-10-03,27,11,17,39,20,273000
2009-10-04,9,28,22,1,31,334000
2009-10-05,9,22,13,3,20,50000
2009-10-06,28,7,9,18,17,67000
2009-10-07,30,26,27,32,38,112000
2009-10-08,21,1,27,15,28,150000
2009-10-09,35,2,38,37,30,195000
2009-10-10,27,10,28,3,33,257000
2009-10-11,20,21,38,37,17,318000
2009-10-12,33,16,27,25,15,50000
2009-10-13,39,10,11,9,31,61000
2009-10-14,34,22,7,17,39,103000
2009-10-15,10,5,35,8,26,147000
2009-10-16,18,34,22,8,12,195000
2009-10-17,20,18,39,9,7,50000
2009-10-18,35,25,5,15,2,50000
2009-10-19,38,34,30,15,22,50000
2009-10-20,26,21,11,3,25,57000
2009-10-21,23,7,29,12,34,98000
2009-10-22,21,3,7,22,5,137000
2009-10-23,36,37,27,3,23,181000
2009-10-24,2,21,15,13,35,241000
2009-10-25,36,2,19,26,6,294000
2009-10-26,17,2,24,8,38,351000
2009-10-27,32,33,37,18,22,433000
2009-10-28,37,16,10,28,31,563000
2009-10-29,22,26,4,27,37,678000
2009-10-30,3,22,11,16,5,50000
2009-10-31,11,27,33,18,1,86000
2009-11-01,18,5,27,9,26,50000
2009-11-02,20,25,28,12,8,55000
2009-11-03,25,11,21,6,17,50000
2009-11-04,11,37,22,36,10,50000
2009-11-05,5,21,1,12,28,76000
2009-11-06,34,31,7,22,8,116000
2009-11-07,38,30,34,19,36,174000
2009-11-08,2,3,8,20,9,50000
2009-11-09,24,2,10,7,23,58000
2009-11-10,27,14,3,31,25,91000
2009-11-11,15,31,34,11,9,50000
2009-11-12,1,4,6,21,15,71000
2009-11-13,36,38,26,5,37,50000
2009-11-14,14,31,5,19,3,80000
2009-11-15,21,14,1,32,16,50000
2009-11-16,15,37,29,4,11,53000
2009-11-17,22,34,15,1,3,87000
2009-11-18,18,4,29,35,38,135000
2009-11-19,29,12,22,11,16,182000
2009-11-20,3,19,26,10,31,50000
2009-11-21,27,5,21,20,11,76000
2009-11-22,19,23,18,22,30,50000
2009-11-23,26,35,1,15,37,53000
2009-11-24,22,31,15,23,35,83000
2009-11-25,24,22,3,34,9,132000
2009-11-26,23,26,25,36,21,50000
2009-11-27,4,27,16,34,30,53000
2009-11-28,23,26,21,22,18,99000
2009-11-29,13,36,8,9,29,50000
2009-11-30,36,28,35,6,21,50000
2009-12-01,37,9,29,26,15,61000
2009-12-02,10,25,37,27,29,106000
2009-12-03,5,38,13,34,8,148000
2009-12-04,36,11,1,23,28,204000
2009-12-05,12,31,25,7,5,278000
2009-12-06,27,31,2,12,23,334000
2009-12-07,33,32,13,7,3,411000
2009-12-08,25,28,19,38,3,524000
2009-12-09,21,27,14,7,35,661000
2009-12-10,16,3,4,23,6,50000
2009-12-11,35,14,4,10,9,73000
2009-12-12,34,12,2,1,18,120000
2009-12-13,35,38,27,26,5,164000
2009-12-14,38,32,37,4,31,50000
2009-12-15,11,12,4,39,17,67000
2009-12-16,36,38,20,19,26,50000
2009-12-17,25,12,39,3,38,74000
2009-12-18,23,39,32,29,27,118000
2009-12-19,23,17,39,15,2,179000
2009-12-20,9,32,26,33,14,218000
2009-12-21,37,33,3,25,7,275000
2009-12-22,1,23,26,5,27,352000
2009-12-23,39,31,11,23,15,451000
2009-12-24,34,25,9,1,16,50000
2009-12-25,16,36,1,19,4,73000
2009-12-26,34,32,26,13,28,98000
2009-12-27,30,33,24,2,28,159000
2009-12-28,37,17,38,34,28,50000
2009-12-29,19,35,38,34,23,67000
2009-12-30,6,2,35,36,3,113000
2009-12-31,30,16,8,22,17,163000
2010-01-01,23,35,13,6,7,237000
2010-01-02,39,37,35,16,38,295000
2010-01-03,11,23,30,8,7,50000
2010-01-04,26,15,14,39,12,50000
2010-01-05,10,9,18,20,11,65000
2010-01-06,25,17,8,7,15,112000
2010-01-07,5,28,36,14,30,159000
2010-01-08,39,27,21,5,2,217000
2010-01-09,11,39,26,25,8,288000
2010-01-10,33,5,18,9,25,350000
2010-01-11,35,33,30,3,17,50000
2010-01-12,30,3,18,36,24,50000
2010-01-13,34,14,22,1,24,74000
2010-01-14,17,22,13,20,7,114000
2010-01-15,3,28,17,37,10,50000
2010-01-16,20,2,29,24,12,50000
2010-01-17,8,21,7,18,12,76000
2010-01-18,10,38,9,20,8,50000
2010-01-19,7,36,14,33,38,61000
2010-01-20,1,3,29,36,31,103000
2010-01-21,22,11,2,24,3,151000
2010-01-22,17,31,27,34,37,206000
2010-01-23,18,26,35,6,5,282000
2010-01-24,18,26,4,17,3,344000
2010-01-25,28,1,20,5,11,50000
2010-01-26,13,9,17,1,35,50000
2010-01-27,11,13,39,16,24,50000
2010-01-28,18,35,27,1,19,73000
2010-01-29,7,32,21,22,39,50000
2010-01-30,28,1,30,27,21,95000
2010-01-31,10,25,8,34,1,50000
2010-02-01,1,12,35,33,24,53000
2010-02-02,19,35,11,1,15,50000
2010-02-03,37,9,11,36,18,50000
2010-02-04,29,1,19,36,5,68000
2010-02-05,34,14,1,9,33,111000
2010-02-06,33,8,4,12,16,159000
2010-02-07,17,1,7,32,22,50000
2010-02-08,31,9,29,12,15,54000
2010-02-09,5,35,14,1,15,85000
2010-02-10,23,1,16,9,24,133000
2010-02-11,27,2,23,11,24,169000
2010-02-12,10,28,29,18,25,225000
2010-02-13,9,27,29,35,4,281000
2010-02-14,22,30,9,20,19,50000
2010-02-15,27,12,29,14,37,55000
2010-02-16,19,9,20,5,38,87000
2010-02-17,31,14,4,3,1,50000
2010-02-18,33,1,10,32,13,64000
2010-02-19,1,24,7,37,13,103000
2010-02-20,3,30,27,11,22,156000
2010-02-21,24,34,8,14,25,193000
2010-02-22,28,37,35,25,34,246000
2010-02-23,25,7,31,8,9,317000
2010-02-24,2,35,28,24,20,400000
2010-02-25,21,7,35,18,25,501000
2010-02-26,38,31,15,13,12,628000
2010-02-27,30,11,3,33,7,788000
2010-02-28,28,30,11,10,37,903000
2010-03-01,26,16,1,10,32,1100000
2010-03-02,25,14,29,15,12,50000
2010-03-03,14,28,22,21,11,90000
2010-03-04,1,16,30,19,26,121000
2010-03-05,33,36,25,13,27,50000
2010-03-06,14,24,4,29,17,85000
2010-03-07,32,3,12,10,39,112000
2010-03-08,5,24,39,7,6,50000
2010-03-09,3,34,2,21,24,65000
2010-03-10,9,13,33,14,25,109000
2010-03-11,21,3,23,9,25,50000
2010-03-12,39,11,1,5,31,68000
2010-03-13,14,24,25,28,3,114000
2010-03-14,16,5,25,13,31,148000
2010-03-15,8,6,25,15,18,188000
2010-03-16,21,11,32,35,6,246000
2010-03-17,36,6,30,14,2,50000
2010-03-18,37,3,21,19,16,67000
2010-03-19,12,1,25,36,5,106000
2010-03-20,13,33,28,20,6,156000
2010-03-21,20,14,37,9,10,191000
2010-03-22,15,19,21,7,13,246000
2010-03-23,24,35,18,22,30,315000
2010-03-24,20,16,17,24,4,395000
2010-03-25,17,22,15,9,38,465000
2010-03-26,3,38,17,23,31,577000
2010-03-27,13,31,10,11,36,701000
2010-03-28,23,38,14,1,37,50000
2010-03-29,17,6,32,2,4,50000
2010-03-30,2,17,5,32,28,60000
2010-03-31,10,31,6,24,2,50000
2010-04-01,28,9,35,37,29,62000
2010-04-02,27,39,31,38,15,102000
2010-04-03,35,6,31,12,24,159000
2010-04-04,31,11,36,37,39,196000
2010-04-05,7,19,9,16,2,244000
2010-04-06,33,21,7,34,28,315000
2010-04-07,5,16,9,7,17,50000
2010-04-08,37,5,15,27,26,50000
2010-04-09,28,26,39,37,25,60000
2010-04-10,5,4,38,12,15,50000
2010-04-11,30,9,28,17,10,57000
2010-04-12,16,30,25,14,1,87000
2010-04-13,19,27,9,2,24,50000
2010-04-14,10,21,4,37,39,70000
2010-04-15,30,13,35,24,32,50000
2010-04-16,9,10,11,30,3,57000
2010-04-17,13,26,17,20,12,99000
2010-04-18,7,4,12,13,32,50000
2010-04-19,21,29,6,19,13,53000
2010-04-20,1,39,25,14,21,50000
2010-04-21,14,4,26,25,19,50000
2010-04-22,28,25,17,2,31,60000
2010-04-23,39,32,14,27,37,88000
2010-04-24,25,34,2,1,38,134000
2010-04-25,33,28,4,18,2,166000
2010-04-26,4,11,25,6,26,207000
2010-04-27,32,28,29,8,9,263000
2010-04-28,32,9,36,15,17,330000
2010-04-29,21,20,28,10,27,391000
2010-04-30,11,15,18,25,7,473000
2010-05-01,37,11,27,2,3,50000
2010-05-02,18,10,24,26,17,60000
2010-05-03,17,28,20,30,1,89000
2010-05-04,34,31,13,4,1,132000
2010-05-05,20,18,24,30,17,188000
2010-05-06,29,36,25,24,6,50000
2010-05-07,29,14,32,1,10,61000
2010-05-08,10,17,35,5,25,102000
2010-05-09,24,34,6,5,8,50000
2010-05-10,37,8,30,20,34,53000
2010-05-11,20,39,28,24,3,76000
2010-05-12,17,8,16,38,26,122000
2010-05-13,28,30,10,8,11,155000
2010-05-14,1,37,17,23,29,50000
2010-05-15,6,16,31,25,13,68000
2010-05-16,21,36,6,10,33,86000
2010-05-17,33,15,2,39,26,121000
2010-05-18,24,9,31,19,33,165000
2010-05-19,38,10,22,13,9,218000
2010-05-20,15,12,28,33,7,50000
2010-05-21,26,34,35,16,5,50000
2010-05-22,23,15,24,32,1,64000
2010-05-23,10,12,22,6,16,50000
2010-05-24,36,15,7,37,21,53000
2010-05-25,8,23,18,14,38,76000
2010-05-26,32,38,27,1,34,115000
2010-05-27,30,20,14,25,34,146000
2010-05-28,3,21,12,32,18,197000
2010-05-29,36,33,7,2,1,257000
2010-05-30,1,32,3,39,12,300000
2010-05-31,15,23,17,35,24,368000
2010-06-01,25,28,19,23,35,450000
2010-06-02,29,18,8,24,14,555000
2010-06-03,5,32,39,30,10,665000
2010-06-04,36,13,24,21,2,805000
2010-06-05,24,33,8,13,5,50000
2010-06-06,8,5,9,11,2,66000
2010-06-07,12,11,33,22,6,99000
2010-06-08,13,27,11,24,17,50000
2010-06-09,20,23,5,14,22,68000
2010-06-10,15,23,20,38,7,94000
2010-06-11,15,32,3,11,33,143000
2010-06-12,17,35,11,2,23,202000
2010-06-13,14,35,19,26,2,242000
2010-06-14,8,34,6,3,14,301000
2010-06-15,5,7,37,4,17,376000
2010-06-16,11,32,25,4,26,457000
2010-06-17,10,32,22,20,28,540000
2010-06-18,23,26,9,32,5,50000
2010-06-19,19,39,2,20,24,50000
2010-06-20,16,19,12,30,37,55000
2010-06-21,10,12,34,17,23,86000
2010-06-22,6,15,2,37,10,126000
2010-06-23,18,11,22,7,17,184000
2010-06-24,31,2,14,17,11,219000
2010-06-25,20,13,14,35,2,288000
2010-06-26,2,1,12,25,30,358000
2010-06-27,18,37,19,1,28,50000
2010-06-28,13,24,18,26,3,53000
2010-06-29,12,29,9,2,28,85000
2010-06-30,27,35,39,14,11,131000
2010-07-01,28,19,38,33,18,170000
2010-07-02,26,38,2,11,14,231000
2010-07-03,2,33,36,15,11,50000
2010-07-04,20,38,9,18,15,59000
2010-07-05,7,13,21,14,11,89000
2010-07-06,2,23,31,19,27,50000
2010-07-07,13,30,25,17,26,65000
2010-07-08,16,6,39,38,1,89000
2010-07-09,25,3,18,30,26,50000
2010-07-10,20,39,14,7,32,50000
2010-07-11,18,21,9,30,8,60000
2010-07-12,29,35,36,33,2,90000
2010-07-13,18,21,22,34,5,128000
2010-07-14,29,9,33,1,12,182000
2010-07-15,27,15,25,7,37,50000
2010-07-16,16,30,34,38,26,60000
2010-07-17,34,33,36,23,3,50000
2010-07-18,2,21,16,24,8,56000
2010-07-19,30,20,13,27,5,86000
2010-07-20,11,26,27,22,14,124000
2010-07-21,8,34,38,6,21,50000
2010-07-22,9,17,13,26,24,50000
2010-07-23,4,11,14,17,19,56000
2010-07-24,10,39,31,38,11,50000
2010-07-25,39,24,36,6,30,50000
2010-07-26,23,35,1,28,39,53000
2010-07-27,24,8,30,19,22,77000
2010-07-28,3,6,9,31,13,119000
2010-07-29,17,26,14,3,18,152000
2010-07-30,23,25,32,8,2,206000
2010-07-31,22,8,11,19,34,264000
2010-08-01,36,18,38,8,6,311000
2010-08-02,5,7,13,3,15,379000
2010-08-03,30,10,27,24,9,467000
2010-08-04,3,33,2,17,13,574000
2010-08-05,38,17,39,13,34,50000
2010-08-06,1,32,31,34,4,65000
2010-08-07,27,35,4,18,29,110000
2010-08-08,37,27,2,28,26,137000
2010-08-09,10,30,18,14,37,185000
2010-08-10,10,14,29,9,26,234000
2010-08-11,23,2,30,33,8,301000
2010-08-12,17,24,15,25,2,50000
2010-08-13,10,19,36,28,30,62000
2010-08-14,36,10,14,9,7,105000
2010-08-15,2,18,12,31,16,132000
2010-08-16,16,29,17,9,13,175000
2010-08-17,22,11,34,21,18,50000
2010-08-18,18,13,38,36,25,63000
2010-08-19,13,14,6,19,30,87000
2010-08-20,39,31,34,13,20,130000
2010-08-21,11,24,38,9,32,184000
2010-08-22,23,37,15,29,5,50000
2010-08-23,37,20,25,18,27,53000
2010-08-24,8,26,10,12,9,78000
2010-08-25,13,11,3,39,27,120000
2010-08-26,34,27,4,7,1,152000
2010-08-27,8,1,22,5,12,204000
2010-08-28,39,15,2,38,6,268000
2010-08-29,4,5,13,9,37,305000
2010-08-30,27,21,18,6,34,377000
2010-08-31,21,13,16,29,1,50000
2010-09-01,18,11,10,25,17,68000
2010-09-02,7,17,28,31,35,86000
2010-09-03,6,21,10,7,38,135000
2010-09-04,35,6,24,20,21,191000
2010-09-05,20,12,27,23,7,50000
2010-09-06,6,30,34,15,29,53000
2010-09-07,36,37,6,28,1,50000
2010-09-08,1,39,19,22,32,64000
2010-09-09,24,16,22,38,23,50000
2010-09-10,26,5,33,18,19,60000
2010-09-11,26,39,15,29,17,100000
2010-09-12,9,11,26,10,23,130000
2010-09-13,7,39,6,20,34,50000
2010-09-14,21,8,24,20,3,50000
2010-09-15,39,18,25,2,35,60000
2010-09-16,32,13,17,39,37,50000
2010-09-17,28,14,12,17,16,56000
2010-09-18,14,7,20,24,13,96000
2010-09-19,29,19,24,12,23,116000
2010-09-20,5,19,16,14,24,158000
2010-09-21,9,33,13,37,15,202000
2010-09-22,32,36,38,1,7,262000
2010-09-23,36,15,7,30,6,310000
2010-09-24,6,3,13,18,7,396000
2010-09-25,13,21,34,16,37,50000
2010-09-26,21,11,19,3,4,55000
2010-09-27,14,27,25,34,17,83000
2010-09-28,5,7,29,12,32,121000
2010-09-29,14,12,5,31,23,174000
2010-09-30,9,34,33,39,16,205000
2010-10-01,16,30,27,34,11,274000
2010-10-02,4,7,13,2,15,50000
2010-10-03,3,5,6,30,13,58000
2010-10-04,14,22,31,26,36,89000
2010-10-05,5,1,25,31,35,126000
2010-10-06,23,24,36,37,38,182000
2010-10-07,36,11,28,20,31,214000
2010-10-08,17,32,25,15,36,50000
2010-10-09,22,25,3,17,31,70000
2010-10-10,22,10,9,21,15,90000
2010-10-11,25,39,8,6,15,127000
2010-10-12,20,39,19,5,31,168000
2010-10-13,32,17,7,22,11,222000
2010-10-14,16,6,17,15,38,267000
2010-10-15,10,25,17,18,27,342000
2010-10-16,32,2,25,37,5,430000
2010-10-17,29,8,19,32,31,50000
2010-10-18,8,35,13,24,9,50000
2010-10-19,26,24,4,7,30,56000
2010-10-20,29,16,30,13,2,93000
2010-10-21,28,12,26,27,32,50000
